Enhancer	Target_gene
SE_917	CRK
TE_18870	DRG2
TE_18978	ERAL1
TE_18978	MIR144
TE_18978	MIR451A
TE_18978	MIR451B
TE_18978	MIR4732
SE_917	TIMM22
TE_18510	ABR
SE_1018	ENDOV
SE_1018	MIR4730
SE_1018	RNF213-AS1
SE_965	IFI35
SE_965	RPL27
SE_966	IFI35
SE_966	RPL27
SE_968	LINC00910
SE_968	ARL4D
TE_19359	SPOP
TE_19685	ACTG1
TE_19685	FSCN2
SE_959	MSL1
SE_961	P3H4
SE_961	FKBP10
TE_18576	GGT6
TE_18576	MYBBP1A
TE_19719	BPTF
SE_917	MIR3183
SE_919	LOC105371485
SE_919	DPH1
SE_919	MIR132
SE_919	HIC1
SE_919	OVCA2
SE_919	MIR212
SE_919	RTN4RL1
SE_918	SLC43A2
SE_1013	TMC8
SE_1013	TMC6
SE_922	PAFAH1B1
TE_18520	PITPNA
TE_19524	MRPS23
SE_985	LOC100287808
SE_985	PSMB3
SE_985	PCGF2
TE_18527	LOC105371485
TE_18527	DPH1
TE_18527	MIR132
TE_18527	HIC1
TE_18527	OVCA2
TE_18527	MIR212
TE_18527	RTN4RL1
TE_19896	SCARNA16
TE_19896	MIR6516
TE_19896	SEC14L1
TE_19896	SNHG20
SE_970	ITGA2B
SE_970	FAM171A2
TE_19968	ANAPC11
TE_19968	PCYT2
TE_19968	ARHGDIA
TE_19968	MAFG
TE_19968	MYADML2
TE_19968	SIRT7
TE_19968	PYCR1
TE_19968	NPB
TE_19968	P4HB
TE_19968	MAFG-DT
TE_19968	ALYREF
TE_19551	VMP1
TE_19551	PTRH2
TE_18514	CRK
SE_966	LINC00910
SE_966	ARL4D
SE_963	ATP6V0A1
SE_917	PROCA1
SE_917	TLCD1
SE_917	RAB34
SE_917	SNORD42B
SE_917	SNORD4A
SE_917	SNORD42A
SE_917	SNORD4B
SE_917	RPL23A
SE_917	TRAF4
SE_917	NEK8
SE_998	FAM104A
SE_998	C17orf80
SE_938	MPRIP
SE_963	KCNH4
SE_963	GHDC
SE_963	HCRT
SE_941	TRIM65
SE_941	MRPL38
TE_19350	GIP
TE_19177	C17orf98
TE_19878	EVPL
SE_917	NLGN2
SE_917	PLSCR3
SE_917	TMEM256-PLSCR3
SE_917	TNK1
SE_917	TMEM256
TE_19232	KCNH4
TE_19232	GHDC
TE_19232	HCRT
SE_963	COASY
SE_963	HSD17B1
SE_963	LOC108783654
SE_963	NAGLU
SE_963	MLX
TE_19283	ACBD4
TE_19283	PLCD3
TE_19935	CBX2
SE_982	NME1-NME2
SE_982	NME1
SE_985	ANAPC11
SE_985	PCYT2
SE_985	ARHGDIA
SE_985	MAFG
SE_985	MYADML2
SE_985	SIRT7
SE_985	PYCR1
SE_985	NPB
SE_985	P4HB
SE_985	MAFG-DT
SE_985	ALYREF
TE_19270	SEPTIN9
TE_18841	UBB
TE_19886	MFSD11
TE_19886	METTL23
TE_19886	SRSF2
TE_19886	JMJD6
TE_19886	MIR636
TE_19975	CSNK1D
SE_1023	NARF
SE_1023	CYBC1
TE_18628	ASGR2
TE_18511	BHLHA9
TE_18511	TRARG1
TE_19259	ASB16
TE_18986	WIPF2
SE_1013	PGS1
SE_1013	LOC101928674
SE_1013	SOCS3
TE_19863	NUP85
TE_18628	NLGN2
TE_18628	PLSCR3
TE_18628	TMEM256-PLSCR3
TE_18628	TNK1
TE_18628	TMEM256
SE_1006	SEPTIN9
SE_1006	SEPTIN9-DT
TE_19382	ITGB3
TE_19861	RECQL5
TE_19861	SAP30BP
SE_963	DHX58
SE_963	KAT2A
SE_963	HSPB9
TE_18576	SPNS3
SE_986	VEZF1
TE_18937	MAP2K3
SE_1018	CHMP6
SE_946	MYO18A
TE_19232	P3H4
TE_19232	FKBP10
TE_19258	PPY
TE_19258	LINC01976
TE_19294	KANSL1
SE_918	YWHAE
SE_976	SNF8
SE_917	SPAG9
TE_18587	MYO18A
TE_18639	ATP1B2
SE_985	LOC339260
SE_917	SLC26A11
SE_917	SGSH
