Enhancer	Target_gene
TE_26691	RAPGEF1
SE_765	NOL6
SE_765	MIR6851
TE_27166	PIP5KL1
TE_27166	DPM2
SE_784	UGCG
TE_26146	PLGRKT
TE_26444	SPOUT1
TE_26444	ENDOG
SE_786	ANKS6
TE_26275	TLN1
TE_26275	CREB3
TE_26275	MIR6853
TE_24221	RASA4
TE_23905	RCC1L
TE_23910	CASTOR2
TE_23910	GTF2IP1
TE_23910	SPDYE10P
TE_23854	GS1-124K5.4
SE_715	TRIM56
TE_23243	FAM20C
TE_23940	DTX2
SE_723	SERPINE1
TE_23848	RABGEF1
TE_24454	WNT16
TE_23941	SPDYE5
TE_23941	POM121C
SE_714	SERPINE1
TE_24259	RINT1
TE_24259	PUS7
TE_23277	TTYH3
TE_23943	STX1A
TE_23943	MIR4284
SE_717	KMT2E-AS1
SE_717	KMT2E
TE_23938	DTX2
TE_23923	SPDYE5
TE_23923	POM121C
SE_729	ZYX
SE_729	FAM131B
SE_729	MIR6892
SE_729	LOC100507507
SE_732	DNAJB6
TE_23937	HSPB1
TE_23943	DTX2
SE_715	FIS1
SE_715	CLDN15
SE_723	LINC-PINT
SE_723	MKLN1
SE_712	COL1A2
SE_712	COL1A2-AS1
SE_707	CASTOR2
SE_707	GTF2IP1
SE_707	SPDYE10P
TE_23699	BLVRA
TE_23851	BRI3
TE_23852	CRCP
TE_24211	SERPINE1
SE_707	NSUN5P2
TE_23896	GTF2IRD1
SE_723	MIR335
SE_723	MEST
SE_723	MESTIT1
TE_24506	ZNF273
TE_23308	RAC1
SE_723	UBE2H
TE_24617	DGKI
SE_706	CBX3
SE_706	HNRNPA2B1
TE_23938	SERPINE1
TE_24454	MIR196B
TE_24454	HOXA7
TE_24454	HOXA-AS2
TE_24454	HOXA1
TE_24454	HOXA4
TE_24454	HOXA11-AS
TE_24454	HOXA5
TE_24454	HOXA-AS3
TE_24454	HOXA3
TE_24454	HOXA10-AS
TE_24454	HOXA10
TE_24454	HOTAIRM1
TE_24454	HOXA2
TE_24454	HOXA6
TE_24454	HOXA10-HOXA9
TE_24454	HOXA9
TE_24454	HOXA11
TE_23940	LUC7L2
TE_23454	RPS2P32
SE_723	KRBA1
SE_723	ATP5MF
SE_723	ZNF789
SE_723	ATP5MF-PTCD1
TE_24709	NCAPG2
SE_706	PSPH
SE_706	SUMF2
SE_706	CCT6A
SE_706	SNORA22B
SE_706	SNORA15
TE_24522	SERPINE1
SE_718	CAV1
SE_707	POM121
SE_723	SMURF1
SE_715	VGF
SE_715	AP1S1
SE_715	MIR4653
TE_23943	YWHAG
SE_707	CASTOR3
TE_23648	DGKI
SE_708	PPIA
SE_723	CALD1
TE_23961	SERPINE1
TE_23243	MALSU1
TE_23455	RPS2P32
TE_24212	SERPINE1
TE_23923	PMS2P3
SE_723	EPHB4
SE_723	SLC12A9
TE_23940	HSPB1
SE_723	EGFR
TE_23716	SERPINE1
SE_723	MKLN1-AS
TE_24687	ZNF786
TE_24492	SERPINE1
TE_24215	SH2B2
TE_24215	MIR4285
SE_706	ZSCAN21
TE_23961	PTPN12
TE_24020	SPDYE5
TE_24020	POM121C
TE_24721	BRI3
TE_23304	FAM220A
TE_23454	GPNMB
SE_717	FLNC
TE_24035	SERPINE1
TE_24713	COL1A2
TE_24713	COL1A2-AS1
TE_23455	PMS2CL
TE_23847	KCTD7
SE_720	PMS2P1
SE_720	STAG3L5P-PVRIG2P-PILRB
SE_720	STAG3L5P
TE_23282	INHBA
TE_23282	INHBA-AS1
SE_696	BRI3
TE_24211	ZC3HAV1L
TE_24211	MIR10399
TE_23302	RAC1
SE_723	TTYH3
TE_24687	ZNF282
TE_23718	TMED4
TE_23718	DDX56
TE_23896	TRA2A
SE_708	GTF2IRD1
TE_24352	ZNF316
TE_23905	PMS2CL
SE_723	TSC22D4
SE_723	NYAP1
TE_24746	COL1A2
TE_24746	COL1A2-AS1
TE_23964	SERPINE1
TE_23888	GTF2IRD1
TE_24744	CTTNBP2
TE_23726	TBRG4
TE_23726	SNORA5A
TE_23726	SNORA5C
TE_23726	SNORA5B
TE_23810	INHBA
TE_23810	INHBA-AS1
TE_23847	MAFK
TE_23847	LOC100128653
TE_24185	KMT2E-AS1
TE_24185	KMT2E
SE_719	KMT2E-AS1
SE_719	KMT2E
TE_24531	KLF14
TE_23923	SERPINE1
TE_23961	IGF2BP3
TE_23880	NSUN5P2
SE_729	YWHAG
SE_728	TSC22D4
SE_728	NYAP1
TE_24562	LINC-PINT
